"from","to","m","km","miles","seconds","minutes","hours","mode"
"Selangor - Ara Damansara,Perla @ Ara Sentral","Kuala Lumpur, TRX",24995,24.995,15.531893,1772,29.5333333333333,0.492222222222222,"driving"
"Selangor - Ara Damansara,Perla @ Ara Sentral","Kuala Lumpur City Centre",19823,19.823,12.3180122,1520,25.3333333333333,0.422222222222222,"driving"
"Selangor - Ara Damansara,Perla @ Ara Sentral","Bukit Bintang, Kuala Lumpur",21851,21.851,13.5782114,1672,27.8666666666667,0.464444444444444,"driving"
"Selangor - Kajang,Sri Raya Apartments","Kuala Lumpur, TRX",27722,27.722,17.2264508,2020,33.6666666666667,0.561111111111111,"driving"
"Selangor - Kajang,Sri Raya Apartments","Kuala Lumpur City Centre",27170,27.17,16.883438,1989,33.15,0.5525,"driving"
"Selangor - Kajang,Sri Raya Apartments","Bukit Bintang, Kuala Lumpur",24304,24.304,15.1025056,2060,34.3333333333333,0.572222222222222,"driving"
"Selangor - Bandar Sungai Long,Garden Park","Kuala Lumpur, TRX",22212,22.212,13.8025368,2012,33.5333333333333,0.558888888888889,"driving"
"Selangor - Bandar Sungai Long,Garden Park","Kuala Lumpur City Centre",21634,21.634,13.4433676,1936,32.2666666666667,0.537777777777778,"driving"
"Selangor - Bandar Sungai Long,Garden Park","Bukit Bintang, Kuala Lumpur",21457,21.457,13.3333798,1902,31.7,0.528333333333333,"driving"
"Selangor - Bandar Sungai Long,Surian Tropika","Kuala Lumpur, TRX",20035,20.035,12.449749,1797,29.95,0.499166666666667,"driving"
"Selangor - Bandar Sungai Long,Surian Tropika","Kuala Lumpur City Centre",19458,19.458,12.0912012,1720,28.6666666666667,0.477777777777778,"driving"
"Selangor - Bandar Sungai Long,Surian Tropika","Bukit Bintang, Kuala Lumpur",19281,19.281,11.9812134,1687,28.1166666666667,0.468611111111111,"driving"
"Selangor - Subang Jaya,Amaya Saujana","Kuala Lumpur, TRX",26723,26.723,16.6056722,2029,33.8166666666667,0.563611111111111,"driving"
"Selangor - Subang Jaya,Amaya Saujana","Kuala Lumpur City Centre",21551,21.551,13.3917914,1777,29.6166666666667,0.493611111111111,"driving"
"Selangor - Subang Jaya,Amaya Saujana","Bukit Bintang, Kuala Lumpur",23579,23.579,14.6519906,1929,32.15,0.535833333333333,"driving"
"Selangor - Gombak,Putri Laksamana","Kuala Lumpur, TRX",17948,17.948,11.1528872,1572,26.2,0.436666666666667,"driving"
"Selangor - Gombak,Putri Laksamana","Kuala Lumpur City Centre",14823,14.823,9.2110122,1400,23.3333333333333,0.388888888888889,"driving"
"Selangor - Gombak,Putri Laksamana","Bukit Bintang, Kuala Lumpur",16758,16.758,10.4134212,1501,25.0166666666667,0.416944444444444,"driving"
"Selangor - Subang Bestari,Pangsapuri Subang Suria","Kuala Lumpur, TRX",28887,28.887,17.9503818,2199,36.65,0.610833333333333,"driving"
"Selangor - Subang Bestari,Pangsapuri Subang Suria","Kuala Lumpur City Centre",26386,26.386,16.3962604,1987,33.1166666666667,0.551944444444444,"driving"
"Selangor - Subang Bestari,Pangsapuri Subang Suria","Bukit Bintang, Kuala Lumpur",28132,28.132,17.4812248,2089,34.8166666666667,0.580277777777778,"driving"
"Selangor - Petaling Jaya,Sapphire Paradigm","Kuala Lumpur, TRX",22153,22.153,13.7658742,1526,25.4333333333333,0.423888888888889,"driving"
"Selangor - Petaling Jaya,Sapphire Paradigm","Kuala Lumpur City Centre",16981,16.981,10.5519934,1274,21.2333333333333,0.353888888888889,"driving"
"Selangor - Petaling Jaya,Sapphire Paradigm","Bukit Bintang, Kuala Lumpur",19009,19.009,11.8121926,1427,23.7833333333333,0.396388888888889,"driving"
"Selangor - Port Klang,Klang Villa Apartment","Kuala Lumpur, TRX",44313,44.313,27.5360982,2898,48.3,0.805,"driving"
"Selangor - Port Klang,Klang Villa Apartment","Kuala Lumpur City Centre",39141,39.141,24.3222174,2646,44.1,0.735,"driving"
"Selangor - Port Klang,Klang Villa Apartment","Bukit Bintang, Kuala Lumpur",41169,41.169,25.5824166,2798,46.6333333333333,0.777222222222222,"driving"
"Selangor - Cheras,Landmark Residence","Kuala Lumpur, TRX",19436,19.436,12.0775304,1547,25.7833333333333,0.429722222222222,"driving"
"Selangor - Cheras,Landmark Residence","Kuala Lumpur City Centre",18859,18.859,11.7189826,1471,24.5166666666667,0.408611111111111,"driving"
"Selangor - Cheras,Landmark Residence","Bukit Bintang, Kuala Lumpur",18682,18.682,11.6089948,1437,23.95,0.399166666666667,"driving"
"Selangor - Rawang,Danau Sutera Apartment","Kuala Lumpur, TRX",40387,40.387,25.0964818,2547,42.45,0.7075,"driving"
"Selangor - Rawang,Danau Sutera Apartment","Kuala Lumpur City Centre",37886,37.886,23.5423604,2335,38.9166666666667,0.648611111111111,"driving"
"Selangor - Rawang,Danau Sutera Apartment","Bukit Bintang, Kuala Lumpur",39632,39.632,24.6273248,2437,40.6166666666667,0.676944444444444,"driving"
"Selangor - Bandar Kinrara,Taman Kinrara Seksyen 1","Kuala Lumpur, TRX",15940,15.94,9.905116,1418,23.6333333333333,0.393888888888889,"driving"
"Selangor - Bandar Kinrara,Taman Kinrara Seksyen 1","Kuala Lumpur City Centre",11893,11.893,7.3903102,1286,21.4333333333333,0.357222222222222,"driving"
"Selangor - Bandar Kinrara,Taman Kinrara Seksyen 1","Bukit Bintang, Kuala Lumpur",15373,15.373,9.5527822,1408,23.4666666666667,0.391111111111111,"driving"
"Selangor - Selayang,228 Selayang Condominium","Kuala Lumpur, TRX",17399,17.399,10.8117386,1458,24.3,0.405,"driving"
"Selangor - Selayang,228 Selayang Condominium","Kuala Lumpur City Centre",14274,14.274,8.8698636,1286,21.4333333333333,0.357222222222222,"driving"
"Selangor - Selayang,228 Selayang Condominium","Bukit Bintang, Kuala Lumpur",16209,16.209,10.0722726,1387,23.1166666666667,0.385277777777778,"driving"
"Selangor - Semenyih,D'Camellia @ Setia Ecohill","Kuala Lumpur, TRX",38084,38.084,23.6653976,2568,42.8,0.713333333333333,"driving"
"Selangor - Semenyih,D'Camellia @ Setia Ecohill","Kuala Lumpur City Centre",37507,37.507,23.3068498,2492,41.5333333333333,0.692222222222222,"driving"
"Selangor - Semenyih,D'Camellia @ Setia Ecohill","Bukit Bintang, Kuala Lumpur",37330,37.33,23.196862,2458,40.9666666666667,0.682777777777778,"driving"
"Selangor - Puchong,Epic Residence (Puchong)","Kuala Lumpur, TRX",30185,30.185,18.756959,2124,35.4,0.59,"driving"
"Selangor - Puchong,Epic Residence (Puchong)","Kuala Lumpur City Centre",26390,26.39,16.398746,2129,35.4833333333333,0.591388888888889,"driving"
"Selangor - Puchong,Epic Residence (Puchong)","Bukit Bintang, Kuala Lumpur",29618,29.618,18.4046252,2114,35.2333333333333,0.587222222222222,"driving"
"Selangor - Shah Alam,pangsapuri seri nuang","Kuala Lumpur, TRX",35895,35.895,22.305153,2454,40.9,0.681666666666667,"driving"
"Selangor - Shah Alam,pangsapuri seri nuang","Kuala Lumpur City Centre",30723,30.723,19.0912722,2202,36.7,0.611666666666667,"driving"
"Selangor - Shah Alam,pangsapuri seri nuang","Bukit Bintang, Kuala Lumpur",32751,32.751,20.3514714,2354,39.2333333333333,0.653888888888889,"driving"
"Selangor - Selayang,Desa Putra (Selayang)","Kuala Lumpur, TRX",21484,21.484,13.3501576,1642,27.3666666666667,0.456111111111111,"driving"
"Selangor - Selayang,Desa Putra (Selayang)","Kuala Lumpur City Centre",18360,18.36,11.408904,1470,24.5,0.408333333333333,"driving"
"Selangor - Selayang,Desa Putra (Selayang)","Bukit Bintang, Kuala Lumpur",20294,20.294,12.6106916,1571,26.1833333333333,0.436388888888889,"driving"
"Selangor - 389,Apartment Seri Kasturi","Kuala Lumpur, TRX",41262,41.262,25.6402068,2581,43.0166666666667,0.716944444444444,"driving"
"Selangor - 389,Apartment Seri Kasturi","Kuala Lumpur City Centre",36090,36.09,22.426326,2329,38.8166666666667,0.646944444444444,"driving"
"Selangor - 389,Apartment Seri Kasturi","Bukit Bintang, Kuala Lumpur",38769,38.769,24.0910566,2484,41.4,0.69,"driving"
"Selangor - Kajang,Taman Kajang Mewah","Kuala Lumpur, TRX",27072,27.072,16.8225408,1987,33.1166666666667,0.551944444444444,"driving"
"Selangor - Kajang,Taman Kajang Mewah","Kuala Lumpur City Centre",26520,26.52,16.479528,1957,32.6166666666667,0.543611111111111,"driving"
"Selangor - Kajang,Taman Kajang Mewah","Bukit Bintang, Kuala Lumpur",26270,26.27,16.324178,1996,33.2666666666667,0.554444444444444,"driving"
"Selangor - Petaling Jaya,Surian Residences (Mutiara Damansara)","Kuala Lumpur, TRX",17398,17.398,10.8111172,1465,24.4166666666667,0.406944444444444,"driving"
"Selangor - Petaling Jaya,Surian Residences (Mutiara Damansara)","Kuala Lumpur City Centre",14897,14.897,9.2569958,1253,20.8833333333333,0.348055555555556,"driving"
"Selangor - Petaling Jaya,Surian Residences (Mutiara Damansara)","Bukit Bintang, Kuala Lumpur",16643,16.643,10.3419602,1355,22.5833333333333,0.376388888888889,"driving"
"Selangor - Klang,Regensi","Kuala Lumpur, TRX",36223,36.223,22.5089722,2342,39.0333333333333,0.650555555555556,"driving"
"Selangor - Klang,Regensi","Kuala Lumpur City Centre",31051,31.051,19.2950914,2090,34.8333333333333,0.580555555555556,"driving"
"Selangor - Klang,Regensi","Bukit Bintang, Kuala Lumpur",33079,33.079,20.5552906,2242,37.3666666666667,0.622777777777778,"driving"
"Selangor - Petaling Jaya,Kelana Parkview","Kuala Lumpur, TRX",21569,21.569,13.4029766,1547,25.7833333333333,0.429722222222222,"driving"
"Selangor - Petaling Jaya,Kelana Parkview","Kuala Lumpur City Centre",16397,16.397,10.1890958,1295,21.5833333333333,0.359722222222222,"driving"
"Selangor - Petaling Jaya,Kelana Parkview","Bukit Bintang, Kuala Lumpur",18425,18.425,11.449295,1447,24.1166666666667,0.401944444444444,"driving"
"Selangor - Rawang,Danau Ria","Kuala Lumpur, TRX",37764,37.764,23.4665496,2323,38.7166666666667,0.645277777777778,"driving"
"Selangor - Rawang,Danau Ria","Kuala Lumpur City Centre",35263,35.263,21.9124282,2111,35.1833333333333,0.586388888888889,"driving"
"Selangor - Rawang,Danau Ria","Bukit Bintang, Kuala Lumpur",37009,37.009,22.9973926,2213,36.8833333333333,0.614722222222222,"driving"
"Selangor - Kota Damansara,Suria Apartment (Kota Damansara)","Kuala Lumpur, TRX",22772,22.772,14.1505208,1892,31.5333333333333,0.525555555555556,"driving"
"Selangor - Kota Damansara,Suria Apartment (Kota Damansara)","Kuala Lumpur City Centre",20272,20.272,12.5970208,1680,28,0.466666666666667,"driving"
"Selangor - Kota Damansara,Suria Apartment (Kota Damansara)","Bukit Bintang, Kuala Lumpur",22018,22.018,13.6819852,1782,29.7,0.495,"driving"
"Selangor - Petaling Jaya,Kelana Sentral","Kuala Lumpur, TRX",22259,22.259,13.8317426,1572,26.2,0.436666666666667,"driving"
"Selangor - Petaling Jaya,Kelana Sentral","Kuala Lumpur City Centre",17087,17.087,10.6178618,1320,22,0.366666666666667,"driving"
"Selangor - Petaling Jaya,Kelana Sentral","Bukit Bintang, Kuala Lumpur",19116,19.116,11.8786824,1472,24.5333333333333,0.408888888888889,"driving"
"Selangor - Ampang,Sri Ampang Mas","Kuala Lumpur, TRX",7490,7.49,4.654286,983,16.3833333333333,0.273055555555556,"driving"
"Selangor - Ampang,Sri Ampang Mas","Kuala Lumpur City Centre",12166,12.166,7.5599524,1058,17.6333333333333,0.293888888888889,"driving"
"Selangor - Ampang,Sri Ampang Mas","Bukit Bintang, Kuala Lumpur",6923,6.923,4.3019522,974,16.2333333333333,0.270555555555556,"driving"
"Selangor - Puchong,Kenanga Apartment","Kuala Lumpur, TRX",25131,25.131,15.6164034,1703,28.3833333333333,0.473055555555556,"driving"
"Selangor - Puchong,Kenanga Apartment","Kuala Lumpur City Centre",21336,21.336,13.2581904,1708,28.4666666666667,0.474444444444444,"driving"
"Selangor - Puchong,Kenanga Apartment","Bukit Bintang, Kuala Lumpur",24564,24.564,15.2640696,1693,28.2166666666667,0.470277777777778,"driving"
"Selangor - Bandar Kinrara,Kesuma Apartment","Kuala Lumpur, TRX",22158,22.158,13.7689812,1541,25.6833333333333,0.428055555555556,"driving"
"Selangor - Bandar Kinrara,Kesuma Apartment","Kuala Lumpur City Centre",21607,21.607,13.4265898,1511,25.1833333333333,0.419722222222222,"driving"
"Selangor - Bandar Kinrara,Kesuma Apartment","Bukit Bintang, Kuala Lumpur",21591,21.591,13.4166474,1532,25.5333333333333,0.425555555555556,"driving"
"Selangor - Subang Jaya,Sri Tanjung Apartment (Subang Jaya)","Kuala Lumpur, TRX",22578,22.578,14.0299692,1525,25.4166666666667,0.423611111111111,"driving"
"Selangor - Subang Jaya,Sri Tanjung Apartment (Subang Jaya)","Kuala Lumpur City Centre",18782,18.782,11.6711348,1531,25.5166666666667,0.425277777777778,"driving"
"Selangor - Subang Jaya,Sri Tanjung Apartment (Subang Jaya)","Bukit Bintang, Kuala Lumpur",22011,22.011,13.6776354,1516,25.2666666666667,0.421111111111111,"driving"
"Selangor - Bangi,Perkasa","Kuala Lumpur, TRX",33000,33,20.5062,2248,37.4666666666667,0.624444444444444,"driving"
"Selangor - Bangi,Perkasa","Kuala Lumpur City Centre",32448,32.448,20.1631872,2217,36.95,0.615833333333333,"driving"
"Selangor - Bangi,Perkasa","Bukit Bintang, Kuala Lumpur",32433,32.433,20.1538662,2238,37.3,0.621666666666667,"driving"
"Selangor - Bangi,PKNS Seksyen 3 Bandar Baru Bangi","Kuala Lumpur, TRX",26313,26.313,16.3508982,1934,32.2333333333333,0.537222222222222,"driving"
"Selangor - Bangi,PKNS Seksyen 3 Bandar Baru Bangi","Kuala Lumpur City Centre",25761,25.761,16.0078854,1903,31.7166666666667,0.528611111111111,"driving"
"Selangor - Bangi,PKNS Seksyen 3 Bandar Baru Bangi","Bukit Bintang, Kuala Lumpur",25746,25.746,15.9985644,1924,32.0666666666667,0.534444444444444,"driving"
"Selangor - Cheras,Permata Residences","Kuala Lumpur, TRX",17053,17.053,10.5967342,1476,24.6,0.41,"driving"
"Selangor - Cheras,Permata Residences","Kuala Lumpur City Centre",16475,16.475,10.237565,1399,23.3166666666667,0.388611111111111,"driving"
"Selangor - Cheras,Permata Residences","Bukit Bintang, Kuala Lumpur",16299,16.299,10.1281986,1366,22.7666666666667,0.379444444444444,"driving"
"Selangor - Puchong,Skyvilla @ D'Island","Kuala Lumpur, TRX",38166,38.166,23.7163524,2459,40.9833333333333,0.683055555555556,"driving"
"Selangor - Puchong,Skyvilla @ D'Island","Kuala Lumpur City Centre",37612,37.612,23.3720968,2436,40.6,0.676666666666667,"driving"
"Selangor - Puchong,Skyvilla @ D'Island","Bukit Bintang, Kuala Lumpur",37599,37.599,23.3640186,2449,40.8166666666667,0.680277777777778,"driving"
"Selangor - Puchong,Pavilion","Kuala Lumpur, TRX",26674,26.674,16.5752236,1761,29.35,0.489166666666667,"driving"
"Selangor - Puchong,Pavilion","Kuala Lumpur City Centre",22878,22.878,14.2163892,1766,29.4333333333333,0.490555555555556,"driving"
"Selangor - Puchong,Pavilion","Bukit Bintang, Kuala Lumpur",26107,26.107,16.2228898,1751,29.1833333333333,0.486388888888889,"driving"
"Selangor - Ampang,Mesra Villa","Kuala Lumpur, TRX",9590,9.59,5.959226,1044,17.4,0.29,"driving"
"Selangor - Ampang,Mesra Villa","Kuala Lumpur City Centre",12002,12.002,7.4580428,1005,16.75,0.279166666666667,"driving"
"Selangor - Ampang,Mesra Villa","Bukit Bintang, Kuala Lumpur",9023,9.023,5.6068922,1034,17.2333333333333,0.287222222222222,"driving"
"Selangor - Ampang,Indah Cempaka","Kuala Lumpur, TRX",7877,7.877,4.8947678,972,16.2,0.27,"driving"
"Selangor - Ampang,Indah Cempaka","Kuala Lumpur City Centre",10289,10.289,6.3935846,933,15.55,0.259166666666667,"driving"
"Selangor - Ampang,Indah Cempaka","Bukit Bintang, Kuala Lumpur",7310,7.31,4.542434,963,16.05,0.2675,"driving"
"Selangor - Cheras,Taman Suria Jaya (Cheras)","Kuala Lumpur, TRX",13534,13.534,8.4100276,1464,24.4,0.406666666666667,"driving"
"Selangor - Cheras,Taman Suria Jaya (Cheras)","Kuala Lumpur City Centre",12957,12.957,8.0514798,1387,23.1166666666667,0.385277777777778,"driving"
"Selangor - Cheras,Taman Suria Jaya (Cheras)","Bukit Bintang, Kuala Lumpur",12780,12.78,7.941492,1354,22.5666666666667,0.376111111111111,"driving"
"Selangor - Kota Damansara,Pangsapuri Latan Biru with good furnished lower floor","Kuala Lumpur, TRX",22933,22.933,14.2505662,1908,31.8,0.53,"driving"
"Selangor - Kota Damansara,Pangsapuri Latan Biru with good furnished lower floor","Kuala Lumpur City Centre",20433,20.433,12.6970662,1697,28.2833333333333,0.471388888888889,"driving"
"Selangor - Kota Damansara,Pangsapuri Latan Biru with good furnished lower floor","Bukit Bintang, Kuala Lumpur",22179,22.179,13.7820306,1798,29.9666666666667,0.499444444444444,"driving"
"Selangor - Bangi,Cerrado Suites","Kuala Lumpur, TRX",33627,33.627,20.8958178,2121,35.35,0.589166666666667,"driving"
"Selangor - Bangi,Cerrado Suites","Kuala Lumpur City Centre",33075,33.075,20.552805,2090,34.8333333333333,0.580555555555556,"driving"
"Selangor - Bangi,Cerrado Suites","Bukit Bintang, Kuala Lumpur",33060,33.06,20.543484,2111,35.1833333333333,0.586388888888889,"driving"
"Selangor - Kajang,Rumah Pangsa Mewah Indah","Kuala Lumpur, TRX",28297,28.297,17.5837558,1976,32.9333333333333,0.548888888888889,"driving"
"Selangor - Kajang,Rumah Pangsa Mewah Indah","Kuala Lumpur City Centre",27746,27.746,17.2413644,1945,32.4166666666667,0.540277777777778,"driving"
"Selangor - Kajang,Rumah Pangsa Mewah Indah","Bukit Bintang, Kuala Lumpur",27496,27.496,17.0860144,1984,33.0666666666667,0.551111111111111,"driving"
"Selangor - Seri Kembangan,Fortune Park","Kuala Lumpur, TRX",16241,16.241,10.0921574,1302,21.7,0.361666666666667,"driving"
"Selangor - Seri Kembangan,Fortune Park","Kuala Lumpur City Centre",15689,15.689,9.7491446,1271,21.1833333333333,0.353055555555556,"driving"
"Selangor - Seri Kembangan,Fortune Park","Bukit Bintang, Kuala Lumpur",15674,15.674,9.7398236,1292,21.5333333333333,0.358888888888889,"driving"
"Selangor - Petaling Jaya,AreTre Residence Ara Damansara","Kuala Lumpur, TRX",24245,24.245,15.065843,1631,27.1833333333333,0.453055555555556,"driving"
"Selangor - Petaling Jaya,AreTre Residence Ara Damansara","Kuala Lumpur City Centre",19073,19.073,11.8519622,1379,22.9833333333333,0.383055555555556,"driving"
"Selangor - Petaling Jaya,AreTre Residence Ara Damansara","Bukit Bintang, Kuala Lumpur",21101,21.101,13.1121614,1531,25.5166666666667,0.425277777777778,"driving"
"Selangor - Alam Impian,Apartment Seri Kasturi","Kuala Lumpur, TRX",37091,37.091,23.0483474,2283,38.05,0.634166666666667,"driving"
"Selangor - Alam Impian,Apartment Seri Kasturi","Kuala Lumpur City Centre",32110,32.11,19.953154,2162,36.0333333333333,0.600555555555556,"driving"
"Selangor - Alam Impian,Apartment Seri Kasturi","Bukit Bintang, Kuala Lumpur",36524,36.524,22.6960136,2274,37.9,0.631666666666667,"driving"
"Selangor - Klang,Wisma Kien Tat","Kuala Lumpur, TRX",53638,53.638,33.3306532,3301,55.0166666666667,0.916944444444444,"driving"
"Selangor - Klang,Wisma Kien Tat","Kuala Lumpur City Centre",48466,48.466,30.1167724,3049,50.8166666666667,0.846944444444444,"driving"
"Selangor - Klang,Wisma Kien Tat","Bukit Bintang, Kuala Lumpur",50495,50.495,31.377593,3201,53.35,0.889166666666667,"driving"
"Selangor - Rawang,T-Parkland @ Templer Park","Kuala Lumpur, TRX",26885,26.885,16.706339,1913,31.8833333333333,0.531388888888889,"driving"
"Selangor - Rawang,T-Parkland @ Templer Park","Kuala Lumpur City Centre",23760,23.76,14.764464,1740,29,0.483333333333333,"driving"
"Selangor - Rawang,T-Parkland @ Templer Park","Bukit Bintang, Kuala Lumpur",25695,25.695,15.966873,1842,30.7,0.511666666666667,"driving"
"Selangor - Puchong,Seri Sentosa","Kuala Lumpur, TRX",31019,31.019,19.2752066,2394,39.9,0.665,"driving"
"Selangor - Puchong,Seri Sentosa","Kuala Lumpur City Centre",30465,30.465,18.930951,2371,39.5166666666667,0.658611111111111,"driving"
"Selangor - Puchong,Seri Sentosa","Bukit Bintang, Kuala Lumpur",30452,30.452,18.9228728,2385,39.75,0.6625,"driving"
"Selangor - Semenyih,Suria Mewah Residensi","Kuala Lumpur, TRX",38969,38.969,24.2153366,2839,47.3166666666667,0.788611111111111,"driving"
"Selangor - Semenyih,Suria Mewah Residensi","Kuala Lumpur City Centre",38391,38.391,23.8561674,2763,46.05,0.7675,"driving"
"Selangor - Semenyih,Suria Mewah Residensi","Bukit Bintang, Kuala Lumpur",38215,38.215,23.746801,2730,45.5,0.758333333333333,"driving"
"Selangor - Puchong,Seri Pelangi (Puchong)","Kuala Lumpur, TRX",30842,30.842,19.1652188,2205,36.75,0.6125,"driving"
"Selangor - Puchong,Seri Pelangi (Puchong)","Kuala Lumpur City Centre",27047,27.047,16.8070058,2210,36.8333333333333,0.613888888888889,"driving"
"Selangor - Puchong,Seri Pelangi (Puchong)","Bukit Bintang, Kuala Lumpur",30275,30.275,18.812885,2195,36.5833333333333,0.609722222222222,"driving"
"Selangor - Kajang,Kajang Impian","Kuala Lumpur, TRX",26823,26.823,16.6678122,1885,31.4166666666667,0.523611111111111,"driving"
"Selangor - Kajang,Kajang Impian","Kuala Lumpur City Centre",26271,26.271,16.3247994,1854,30.9,0.515,"driving"
"Selangor - Kajang,Kajang Impian","Bukit Bintang, Kuala Lumpur",26022,26.022,16.1700708,1893,31.55,0.525833333333333,"driving"
"Selangor - Ara Damansara,Urbana Residences","Kuala Lumpur, TRX",24352,24.352,15.1323328,1722,28.7,0.478333333333333,"driving"
"Selangor - Ara Damansara,Urbana Residences","Kuala Lumpur City Centre",19180,19.18,11.918452,1470,24.5,0.408333333333333,"driving"
"Selangor - Ara Damansara,Urbana Residences","Bukit Bintang, Kuala Lumpur",21209,21.209,13.1792726,1622,27.0333333333333,0.450555555555556,"driving"
"Selangor - Shah Alam,Creative Variety: Houses at Jalan Lombong Perak","Kuala Lumpur, TRX",39333,39.333,24.4415262,2528,42.1333333333333,0.702222222222222,"driving"
"Selangor - Shah Alam,Creative Variety: Houses at Jalan Lombong Perak","Kuala Lumpur City Centre",35426,35.426,22.0137164,2473,41.2166666666667,0.686944444444444,"driving"
"Selangor - Shah Alam,Creative Variety: Houses at Jalan Lombong Perak","Bukit Bintang, Kuala Lumpur",38766,38.766,24.0891924,2518,41.9666666666667,0.699444444444444,"driving"
"Selangor - Puchong,Puri Tower","Kuala Lumpur, TRX",28453,28.453,17.6806942,2122,35.3666666666667,0.589444444444444,"driving"
"Selangor - Puchong,Puri Tower","Kuala Lumpur City Centre",27899,27.899,17.3364386,2099,34.9833333333333,0.583055555555556,"driving"
"Selangor - Puchong,Puri Tower","Bukit Bintang, Kuala Lumpur",27886,27.886,17.3283604,2112,35.2,0.586666666666667,"driving"
"Selangor - Subang Jaya,Sunway Court","Kuala Lumpur, TRX",19173,19.173,11.9141022,1352,22.5333333333333,0.375555555555556,"driving"
"Selangor - Subang Jaya,Sunway Court","Kuala Lumpur City Centre",15022,15.022,9.3346708,1267,21.1166666666667,0.351944444444444,"driving"
"Selangor - Subang Jaya,Sunway Court","Bukit Bintang, Kuala Lumpur",18606,18.606,11.5617684,1342,22.3666666666667,0.372777777777778,"driving"
"Selangor - Puchong,Pangsapuri Merak (Puchong)","Kuala Lumpur, TRX",22202,22.202,13.7963228,1590,26.5,0.441666666666667,"driving"
"Selangor - Puchong,Pangsapuri Merak (Puchong)","Kuala Lumpur City Centre",21651,21.651,13.4539314,1559,25.9833333333333,0.433055555555556,"driving"
"Selangor - Puchong,Pangsapuri Merak (Puchong)","Bukit Bintang, Kuala Lumpur",21635,21.635,13.443989,1580,26.3333333333333,0.438888888888889,"driving"
"Selangor - Cheras,Taman Bukit Permai","Kuala Lumpur, TRX",22021,22.021,13.6838494,1936,32.2666666666667,0.537777777777778,"driving"
"Selangor - Cheras,Taman Bukit Permai","Kuala Lumpur City Centre",21443,21.443,13.3246802,1860,31,0.516666666666667,"driving"
"Selangor - Cheras,Taman Bukit Permai","Bukit Bintang, Kuala Lumpur",21267,21.267,13.2153138,1827,30.45,0.5075,"driving"
"Selangor - Damansara Jaya,Atria","Kuala Lumpur, TRX",20281,20.281,12.6026134,1469,24.4833333333333,0.408055555555556,"driving"
"Selangor - Damansara Jaya,Atria","Kuala Lumpur City Centre",15082,15.082,9.3719548,1233,20.55,0.3425,"driving"
"Selangor - Damansara Jaya,Atria","Bukit Bintang, Kuala Lumpur",16133,16.133,10.0250462,1334,22.2333333333333,0.370555555555556,"driving"
"Selangor - Bandar Kinrara,D' Cahaya Apartment","Kuala Lumpur, TRX",22378,22.378,13.9056892,1497,24.95,0.415833333333333,"driving"
"Selangor - Bandar Kinrara,D' Cahaya Apartment","Kuala Lumpur City Centre",18583,18.583,11.5474762,1503,25.05,0.4175,"driving"
"Selangor - Bandar Kinrara,D' Cahaya Apartment","Bukit Bintang, Kuala Lumpur",21811,21.811,13.5533554,1488,24.8,0.413333333333333,"driving"
"Selangor - Petaling Jaya,Lumi Tropicana","Kuala Lumpur, TRX",23303,23.303,14.4804842,1777,29.6166666666667,0.493611111111111,"driving"
"Selangor - Petaling Jaya,Lumi Tropicana","Kuala Lumpur City Centre",18104,18.104,11.2498256,1541,25.6833333333333,0.428055555555556,"driving"
"Selangor - Petaling Jaya,Lumi Tropicana","Bukit Bintang, Kuala Lumpur",19155,19.155,11.902917,1643,27.3833333333333,0.456388888888889,"driving"
"Selangor - Puchong,Pangsapuri Seri Kasturi","Kuala Lumpur, TRX",22003,22.003,13.6726642,1521,25.35,0.4225,"driving"
"Selangor - Puchong,Pangsapuri Seri Kasturi","Kuala Lumpur City Centre",21452,21.452,13.3302728,1491,24.85,0.414166666666667,"driving"
"Selangor - Puchong,Pangsapuri Seri Kasturi","Bukit Bintang, Kuala Lumpur",21436,21.436,13.3203304,1512,25.2,0.42,"driving"
"Selangor - 517,Ayuman Suites","Kuala Lumpur, TRX",14923,14.923,9.2731522,1295,21.5833333333333,0.359722222222222,"driving"
"Selangor - 517,Ayuman Suites","Kuala Lumpur City Centre",14656,14.656,9.1072384,1317,21.95,0.365833333333333,"driving"
"Selangor - 517,Ayuman Suites","Bukit Bintang, Kuala Lumpur",14742,14.742,9.1606788,1318,21.9666666666667,0.366111111111111,"driving"
"Selangor - Ampang,Axis Crown","Kuala Lumpur, TRX",5311,5.311,3.3002554,707,11.7833333333333,0.196388888888889,"driving"
"Selangor - Ampang,Axis Crown","Kuala Lumpur City Centre",9881,9.881,6.1400534,788,13.1333333333333,0.218888888888889,"driving"
"Selangor - Ampang,Axis Crown","Bukit Bintang, Kuala Lumpur",4744,4.744,2.9479216,697,11.6166666666667,0.193611111111111,"driving"
"Selangor - Ampang,Kemensah Villa","Kuala Lumpur, TRX",15794,15.794,9.8143916,1502,25.0333333333333,0.417222222222222,"driving"
"Selangor - Ampang,Kemensah Villa","Kuala Lumpur City Centre",20365,20.365,12.654811,1583,26.3833333333333,0.439722222222222,"driving"
"Selangor - Ampang,Kemensah Villa","Bukit Bintang, Kuala Lumpur",15227,15.227,9.4620578,1492,24.8666666666667,0.414444444444444,"driving"
"Selangor - Cheras,Vista Mahkota","Kuala Lumpur, TRX",18226,18.226,11.3256364,1711,28.5166666666667,0.475277777777778,"driving"
